DESCRIPCIÓN PRINCIPIO ACTIV,PRESENTACION,Fabricante,PRECIO MÁXIMO DE VENTA TRANSACCIÓN FINAL COMERCIAL
TIBOLON,SOLIDO,TECNOQUIMICAS,NO REGULADO
MONTELUKAS,SOLIDO,BIOTOSCANA,NO REGULADO
CIPROTERONA Y ESTROGENO (ETINILESTRADIOL,SOLIDO,EFFIK,NO REGULADO
METILPREDNISOLON,LIQUIDO/SOLIDO,LEMERY,NO REGULADO
TOPIRAMAT,SOLIDO,SUN PHARMACEUTICAL,NO REGULADO
CLOPIDOGRE,SOLIDO,ANZG,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,MERCK,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,MERCK,NO REGULADO
IRINOTECA,LIQUIDO/SOLIDO,MERCK,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII PLASMATIC,LIQUIDO/SOLIDO,RARE ANTIBODY ANTIGEN SUPPLY,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,GLENMARK,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,GLENMARK,NO REGULADO
GABAPENTI,SOLIDO,PROCAPS,NO REGULADO
CIPROTERON,SOLIDO,AMA,NO REGULADO
VERAPAMIL,SOLIDO,COOPIDROGAS,NO REGULADO
CICLOSPORIN,SOLIDO,LAFRANCOL,NO REGULADO
VERAPAMIL,SOLIDO,AZ PHARMA,NO REGULADO
CARVEDILO,SOLIDO,MEGA LABS,NO REGULADO
LAMOTRIGIN,SOLIDO,FOCUS,NO REGULADO
TOXINA HEMAGLUTININA DE TOXINA TIPO A Y OTRAS TOXINAS TIPO ,LIQUIDO/SOLIDO,DERMACARE,NO REGULADO
ZOLEDRONICO ACID,LIQUIDO/SOLIDO,FOCUS,NO REGULADO
RITONAVI,SOLIDO,FOCUS,NO REGULADO
CLOPIDOGRE,SOLIDO,PATMAR,NO REGULADO
MOXIFLOXACIN,SOLIDO,PROCAPS,NO REGULADO
CLOPIDOGRE,SOLIDO,MEGA LABS,NO REGULADO
LANSOPRAZO,SOLIDO,UQUIFA,NO REGULADO
LANSOPRAZO,SOLIDO,NATURMEDIK,NO REGULADO
RISEDRONICO  ACID,SOLIDO,CHALVER,NO REGULADO
VINORELBIN,LIQUIDO/SOLIDO,EBEWE PHARMA,NO REGULADO
ETANERCEP,LIQUIDO/SOLIDO,WYETH,NO REGULADO
MEMANTIN,SOLIDO,MEGA LABS,NO REGULADO
VERAPAMIL,SOLIDO,BIOQUIMICO PHARMA,NO REGULADO
EZETIMIB,SOLIDO,MEGA LABS,NO REGULADO
COMPLEJO DE PROTROMBINA HUMAN,LIQUIDO/SOLIDO,RARE ANTIBODY ANTIGEN SUPPLY,NO REGULADO
RITONAVI,SOLIDO,PROCAPS,NO REGULADO
MOXIFLOXACIN,SOLIDO,GALENO QUIMICA,NO REGULADO
EZETIMIB,SOLIDO,BUSSIÉ,NO REGULADO
MONTELUKAS,SOLIDO,OPHALAC,NO REGULADO
FENOFIBRAT,SOLIDO,METLEN PHARMA,NO REGULADO
ERITROPOYETIN,SOLIDO,BAXTER,NO REGULADO
IRINOTECA,LIQUIDO/SOLIDO,GLENMARK,NO REGULADO
VENLAFAXIN,SOLIDO,COLMED,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,RICHMOND,NO REGULADO
ERITROPOYETIN,SOLIDO,HEBER BIOTEC,NO REGULADO
VENLAFAXIN,SOLIDO,MEGA LABS,NO REGULADO
RISEDRONICO  ACID,SOLIDO,TECNOQUIMICAS,NO REGULADO
EFAVIREN,SOLIDO,FOCUS,NO REGULADO
ACICLOVI,LIQUIDO/SOLIDO,FEPARVI,NO REGULADO
INMUNOGLOBULINA ANTI D (RH,LIQUIDO/SOLIDO,FARMACUBA,NO REGULADO
DEFLAZACOR,SOLIDO,ANDROMACO,NO REGULADO
LEVONORGESTREL Y ETINILESTRADIO,SOLIDO,SILESIA,NO REGULADO
VERAPAMIL,SOLIDO,BIOTOSCANA,NO REGULADO
MEROPENE,LIQUIDO/SOLIDO,BIOPAS,NO REGULADO
VERAPAMIL,SOLIDO,FARMATECH,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,BIOPAS,NO REGULADO
VERAPAMIL,SOLIDO,COLPHARMA,NO REGULADO
IRINOTECA,LIQUIDO/SOLIDO,BIOPAS,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,BIOPAS,NO REGULADO
ZOLEDRONICO ACID,LIQUIDO/SOLIDO,GLENMARK,NO REGULADO
LANSOPRAZO,SOLIDO,BIOCHEM,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,EBEWE PHARMA,NO REGULADO
EZETIMIB,SOLIDO,AMERICAN GENERICS,NO REGULADO
IDARRUBICIN,LIQUIDO/SOLIDO,BIOPAS,NO REGULADO
FLUDARABIN,LIQUIDO/SOLIDO,BIOPAS,NO REGULADO
FOSFOLÍPIDOS NATURALE,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,TUTEUR,NO REGULADO
EZETIMIB,SOLIDO,TECNOQUIMICAS,NO REGULADO
CILOSTAZO,SOLIDO,HUMANCARE,NO REGULADO
IRINOTECA,LIQUIDO/SOLIDO,RICHMOND,NO REGULADO
DOXORUBICINA LIPOSOMA,LIQUIDO/SOLIDO,PHARMARKETING,NO REGULADO
DOXORUBICINA LIPOSOMA,LIQUIDO/SOLIDO,RICHMOND,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,RICHMOND,NO REGULADO
ZOLEDRONICO ACID,LIQUIDO/SOLIDO,BIOPAS,NO REGULADO
OXIBUTININ,SOLIDO,BLASKOV,NO REGULADO
METILPREDNISOLON,LIQUIDO/SOLIDO,CARLON,NO REGULADO
RISEDRONICO  ACID,SOLIDO,LA SANTE,NO REGULADO
RISEDRONICO  ACID,SOLIDO,GALENO QUIMICA,NO REGULADO
VALSARTA,SOLIDO,SANOFI AVENTIS,NO REGULADO
MEROPENE,LIQUIDO/SOLIDO,VICARFARMACEUTICA,NO REGULADO
MEROPENE,LIQUIDO/SOLIDO,CARLON,NO REGULADO
VERAPAMIL,SOLIDO,ICOM,NO REGULADO
QUETIAPIN,SOLIDO,MEGA LABS,NO REGULADO
QUETIAPIN,,,NO REGULADO
CELECOXI,SOLIDO,VICARFARMACEUTICA,NO REGULADO
LEVONORGESTREL Y ETINILESTRADIO,SOLIDO,JAI PHARMA,NO REGULADO
CEFUROXIM,LIQUIDO/SOLIDO,FARMALOGICA,NO REGULADO
CILOSTAZO,SOLIDO,BIOTOSCANA,NO REGULADO
ALPROSTADIL,LIQUIDO/SOLIDO,AMA,NO REGULADO
CICLOSPORIN,SOLIDO,AMERICAN GENERICS,NO REGULADO
TOPIRAMAT,SOLIDO,FOCUS,NO REGULADO
CABERGOLIN,SOLIDO,AMERICAN GENERICS,NO REGULADO
LAMOTRIGIN,SOLIDO,LAFRANCOL,NO REGULADO
ANIDULAFUNGIN,,,NO REGULADO
ESZOPICLON,SOLIDO,PROCAPS,NO REGULADO
QUETIAPIN,SOLIDO,GARMISCH,NO REGULADO
LETROZO,SOLIDO,BIOPAS,NO REGULADO
CLOPIDOGRE,SOLIDO,COMERFAR,NO REGULADO
MONTELUKAS,SOLIDO,MEGA LABS,NO REGULADO
ENOXAPARIN,LIQUIDO/SOLIDO,LABORATORIO CHILE,NO REGULADO
DROSPIRENONA Y ETINILESTRADIOL (ANTICONCEPTIVO,SOLIDO,NOVAMED,NO REGULADO
ATORVASTATINA Y EZETIMIB,SOLIDO,BUSSIÉ,NO REGULADO
IRINOTECA,LIQUIDO/SOLIDO,LEMERY,NO REGULADO
MONTELUKAS,SOLIDO,ANDROMACO,NO REGULADO
ARIPIPRAZO,SOLIDO,MEGA LABS,NO REGULADO
IRBESARTÁN + HIDROCLOROTIAZID,SOLIDO,BIOTOSCANA,NO REGULADO
CIPROTERONA Y ESTROGENO (ETINILESTRADIOL,SOLIDO,BIOTOSCANA,NO REGULADO
LEVONORGESTREL Y ETINILESTRADIO,SOLIDO,TECNOQUIMICAS,NO REGULADO
CLOPIDOGRE,SOLIDO,GALENO QUIMICA,NO REGULADO
VINORELBIN,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
LAMOTRIGIN,SOLIDO,BIOTOSCANA,NO REGULADO
DONEPEZI,SOLIDO,APOLO,NO REGULADO
LEVONORGESTREL Y ETINILESTRADIO,SOLIDO,NOVAMED,NO REGULADO
ENOXAPARIN,LIQUIDO/SOLIDO,LAFRANCOL,NO REGULADO
ARIPIPRAZO,SOLIDO,TECNOQUIMICAS,NO REGULADO
TOPOTECA,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
VERAPAMIL,SOLIDO,COMERFAR,NO REGULADO
FENTANIL,SOLIDO,AMARIN,NO REGULADO
CILOSTAZO,SOLIDO,LAFRANCOL,NO REGULADO
EFAVIREN,SOLIDO,STRIDES ARCOLAB,NO REGULADO
EZETIMIB,SOLIDO,MK,NO REGULADO
CILOSTAZO,SOLIDO,AMERICAN GENERICS,NO REGULADO
METILPREDNISOLON,LIQUIDO/SOLIDO,RICHMOND,NO REGULADO
RISEDRONICO  ACID,SOLIDO,BIOTOSCANA,NO REGULADO
MEROPENE,LIQUIDO/SOLIDO,MEDIMEX,NO REGULADO
ATOMOXETIN,SOLIDO,TECNOQUIMICAS,NO REGULADO
DOMPERIDON,SOLIDO,SANDOZ,NO REGULADO
BICALUTAMID,SOLIDO,SANDOZ,NO REGULADO
CEFUROXIM,LIQUIDO/SOLIDO,CLARIS LIFESCIENCES,NO REGULADO
RISEDRONICO  ACID,SOLIDO,BUSSIÉ,NO REGULADO
MEDROXIPROGESTERON,LIQUIDO/SOLIDO,TECNOQUIMICAS,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
VALSARTAN + AMLODIPIN,,,NO REGULADO
DROSPIRENONA Y ETINILESTRADIOL (ANTICONCEPTIVO,SOLIDO,TECNOQUIMICAS,NO REGULADO
GABAPENTI,SOLIDO,LAFRANCOL,NO REGULADO
DONEPEZI,SOLIDO,ALPEX,NO REGULADO
DESOGESTRE,SOLIDO,PROCAPS,NO REGULADO
CIPROTERON,SOLIDO,BCN MEDICAL,NO REGULADO
CLOPIDOGRE,SOLIDO,WINTHROP,NO REGULADO
ARIPIPRAZO,SOLIDO,ALPEX,NO REGULADO
ARIPIPRAZO,SOLIDO,GARMISCH,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,,,NO REGULADO
IPRATROPIO BROMUR,LIQUIDO,FAES FARMA,NO REGULADO
CIPROTERONA Y ESTROGENO (ETINILESTRADIOL,SOLIDO,TECNOQUIMICAS,NO REGULADO
QUETIAPIN,SOLIDO,GERIAPHARM,NO REGULADO
ESTROGENOS CONJUGADO,SEMISOLIDO,FAES FARMA,NO REGULADO
ESTROGENOS CONJUGADO,SEMISOLIDO,ANZG,NO REGULADO
VORINOSTA,SOLIDO,MERCK,NO REGULADO
FILGRASTI,LIQUIDO/SOLIDO,HEBER BIOTEC,NO REGULADO
ENOXAPARIN,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
ARIPIPRAZO,SOLIDO,TAKEDA,NO REGULADO
DONEPEZI,SOLIDO,BIOTOSCANA,NO REGULADO
ANFOTERICINA B (LIPOSOMAL,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
ANASTROZO,SOLIDO,BIOTOSCANA,NO REGULADO
ENOXAPARIN,LIQUIDO/SOLIDO,ALLIANCE MANAGEMENT SOLUTIONS,NO REGULADO
GLICLAZID,SOLIDO,IPCA,NO REGULADO
METILPREDNISOLON,LIQUIDO/SOLIDO,PISA,NO REGULADO
ARIPIPRAZO,SOLIDO,LAFRANCOL,NO REGULADO
DOMPERIDON,SOLIDO,AMERICAN GENERICS,NO REGULADO
CLOPIDOGRE,SOLIDO,GARMISCH,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,EBEWE PHARMA,NO REGULADO
VALSARTA,SOLIDO,GALENO QUIMICA,NO REGULADO
VALPROICO ACID,SOLIDO,CHALVER,NO REGULADO
OMEPRAZO,SOLIDO,FOCUS,NO REGULADO
MEMANTIN,SOLIDO,SYNTHESIS,NO REGULADO
LEUPRORELINA ACETAT,LIQUIDO/SOLIDO,ABBOTT  / ABBVIE,NO REGULADO
LEUPRORELINA ACETAT,,,NO REGULADO
ENOXAPARIN,LIQUIDO/SOLIDO,GLAND PHARMA,NO REGULADO
VALSARTA,,,NO REGULADO
ENOXAPARIN,,,NO REGULADO
TOPIRAMAT,SOLIDO,BIOTOSCANA,NO REGULADO
FLUTICASON,,,NO REGULADO
LEVONORGESTREL,SOLIDO,SYNTHESIS,NO REGULADO
ATOMOXETIN,SOLIDO,MEGA LABS,NO REGULADO
ATOMOXETIN,,,NO REGULADO
MESALAZIN,LIQUIDO,LAFRANCOL,NO REGULADO
MESALAZIN,,,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,GLENMARK,NO REGULADO
VALPROICO ACID,SOLIDO,BIOTOSCANA,NO REGULADO
MEMANTIN,SOLIDO,LAFRANCOL,NO REGULADO
ORLISTA,SOLIDO,MANUFACTURERA MUNDIAL FARMACEUTICA,NO REGULADO
OCTREOTID,LIQUIDO/SOLIDO,PISA,NO REGULADO
GEMCITABIN,LIQUIDO/SOLIDO,SUN PHARMACEUTICAL,NO REGULADO
LETROZO,SOLIDO,BIOTOSCANA,NO REGULADO
CIPROFIBRAT,SOLIDO,AMERICAN GENERICS,NO REGULADO
ZOLEDRONICO ACID,LIQUIDO/SOLIDO,MEDIMEX,NO REGULADO
FORMOTERO,SOLIDO,CHIESI,NO REGULADO
INMUNOGLOBULINA HEPATITIS ,LIQUIDO/SOLIDO,BPL,NO REGULADO
DROSPIRENONA Y ETINILESTRADIOL (ANTICONCEPTIVO,SOLIDO,ANDROMACO,NO REGULADO
IRBESARTA,SOLIDO,WINTHROP,NO REGULADO
IRBESARTA,,,NO REGULADO
CLOPIDOGRE,,,NO REGULADO
RASAGILIN,SOLIDO,TEVA,NO REGULADO
APREPITAN,,,NO REGULADO
QUETIAPIN,SOLIDO,MONTE VERDE,NO REGULADO
TIMOLO,LIQUIDO,DISTRIBUIDORA NACIONAL DE AVANZADA,NO REGULADO
FLUMAZENI,LIQUIDO/SOLIDO,BRAUN MELSUNGEN,NO REGULADO
LANSOPRAZO,SOLIDO,ICNAG,NO REGULADO
ENOXAPARIN,LIQUIDO/SOLIDO,PHARMAYECT,NO REGULADO
MEROPENE,LIQUIDO/SOLIDO,RANBAXY,NO REGULADO
MEROPENE,LIQUIDO/SOLIDO,LAFRANCOL,NO REGULADO
ORLISTA,SOLIDO,GLAXOSMITHKLINE,NO REGULADO
VENLAFAXIN,SOLIDO,LAFRANCOL,NO REGULADO
VENLAFAXIN,,,NO REGULADO
GABAPENTI,SOLIDO,LA SANTE,NO REGULADO
ANFOTERICINA B (LIPOSOMAL,LIQUIDO/SOLIDO,BHARAT SERUM,NO REGULADO
VERAPAMIL,SOLIDO,BEST,NO REGULADO
RISEDRONICO  ACID,SOLIDO,LABINCO,NO REGULADO
CITARABIN,,,NO REGULADO
METOPROLO,SOLIDO,GENFAR,NO REGULADO
ATOMOXETIN,SOLIDO,LAFRANCOL,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,PINT PHARMA,NO REGULADO
CELECOXI,SOLIDO,IPCA,NO REGULADO
MEROPENE,LIQUIDO/SOLIDO,VITROFARMA,NO REGULADO
FLUTICASON,LIQUIDO,NOVARTIS,NO REGULADO
METOPROLO,SOLIDO,EMCURE,NO REGULADO
METOPROLO,,,NO REGULADO
ENOXAPARIN,LIQUIDO/SOLIDO,ASWELFMEDICAL,NO REGULADO
VERAPAMIL,SOLIDO,CARLON,NO REGULADO
MEROPENE,LIQUIDO/SOLIDO,PISA,NO REGULADO
LANSOPRAZO,SOLIDO,BIOQUIMICO PHARMA,NO REGULADO
MEMANTIN,SOLIDO,BAGO,NO REGULADO
LANSOPRAZO,SOLIDO,GRUINFACOL,NO REGULADO
GEMCITABIN,LIQUIDO/SOLIDO,PINT PHARMA,NO REGULADO
NEVIRAPIN,LIQUIDO,LEGRAND,NO REGULADO
CIPROFIBRAT,SOLIDO,WINTHROP,NO REGULADO
IRINOTECA,,,NO REGULADO
SUGAMMADE,LIQUIDO/SOLIDO,MERCK SHARP DOME,NO REGULADO
SUGAMMADE,LIQUIDO/SOLIDO,MERCK,NO REGULADO
PERINDOPRIL + AMLODIPIN,,,NO REGULADO
ORLISTA,SOLIDO,COLMED,NO REGULADO
ESZOPICLON,SOLIDO,AMERICAN GENERICS,NO REGULADO
METILPREDNISOLON,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO,NO REGULADO
METILPREDNISOLON,,,NO REGULADO
IRINOTECA,LIQUIDO/SOLIDO,DOSA,NO REGULADO
VINORELBIN,LIQUIDO/SOLIDO,DOSA,NO REGULADO
BRIMONIDIN,,,NO REGULADO
ANFOTERICINA B (LIPOSOMAL,LIQUIDO/SOLIDO,PINT PHARMA,NO REGULADO
FILGRASTI,LIQUIDO/SOLIDO,LAFRANCOL,NO REGULADO
EFAVIREN,SOLIDO,CLOSTER PHARMA,NO REGULADO
TOPOTECA,LIQUIDO/SOLIDO,PINT PHARMA,NO REGULADO
ATOMOXETIN,SOLIDO,BUSSIÉ,NO REGULADO
LANSOPRAZO,,,NO REGULADO
GABAPENTI,SOLIDO,GENFAR,NO REGULADO
ADENOSIN,LIQUIDO/SOLIDO,MAX VISION,NO REGULADO
FLUTICASON,LIQUIDO,MERCK,NO REGULADO
LANSOPRAZO,SOLIDO,BRADYSTER,NO REGULADO
DORZOLAMID,LIQUIDO,BIOTOSCANA,NO REGULADO
CANDESARTA,SOLIDO,LABINCO,NO REGULADO
ANFOTERICINA B (LIPOSOMAL,LIQUIDO/SOLIDO,PHARMALAB,NO REGULADO
VERAPAMIL,SOLIDO,BIOQUIFAR,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,VHB MEDI SCIENCES,NO REGULADO
MEMANTIN,SOLIDO,LABINCO,NO REGULADO
ESOMEPRAZO,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
ORLISTA,SOLIDO,AMERICAN GENERICS,NO REGULADO
ZOLEDRONICO ACID,LIQUIDO/SOLIDO,AMERICAN GENERICS,NO REGULADO
ESOMEPRAZO,LIQUIDO/SOLIDO,GALENO QUIMICA,NO REGULADO
LEVONORGESTREL,SOLIDO,LA SANTE,NO REGULADO
METOPROLO,SOLIDO,RICHMOND,NO REGULADO
ENOXAPARIN,LIQUIDO/SOLIDO,VITALIS,NO REGULADO
OXIBUTININ,SOLIDO,PHOENIX,NO REGULADO
LEVONORGESTREL Y ETINILESTRADIO,SOLIDO,BIOTOSCANA,NO REGULADO
DIACEREIN,SOLIDO,GLENMARK,NO REGULADO
MEDROXIPROGESTERONA Y ETINILESTRADIO,LIQUIDO/SOLIDO,UQUIFA,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,VHB MEDI SCIENCES,NO REGULADO
INSULINA GLARGIN,LIQUIDO/SOLIDO,WINTHROP,NO REGULADO
OMEPRAZO,SOLIDO,SANOFI AVENTIS,NO REGULADO
ITRACONAZO,SOLIDO,MEGA LABS,NO REGULADO
DULOXETIN,SOLIDO,MEGA LABS,NO REGULADO
LEVETIRACETA,,,NO REGULADO
ORLISTA,SOLIDO,ANDROMACO,NO REGULADO
ATAZANAVI,SOLIDO,SANICOL,NO REGULADO
PREGABALIN,,,NO REGULADO
DOMPERIDON,SOLIDO,WINTHROP,NO REGULADO
LEVETIRACETA,SOLIDO,LEGRAND,NO REGULADO
OMEPRAZO,SOLIDO,BIOGEN,NO REGULADO
GEMCITABIN,LIQUIDO/SOLIDO,EBEWE PHARMA,NO REGULADO
DOXORUBICINA LIPOSOMA,LIQUIDO/SOLIDO,PINT PHARMA,NO REGULADO
VINORELBIN,LIQUIDO/SOLIDO,PINT PHARMA,NO REGULADO
CLOPIDOGRE,SOLIDO,PFIZER,NO REGULADO
QUETIAPIN,SOLIDO,PFIZER,NO REGULADO
IBANDRONICO ACID,LIQUIDO/SOLIDO,GARMISCH,NO REGULADO
IRINOTECA,LIQUIDO/SOLIDO,MEDIMEX,NO REGULADO
FLUDARABIN,LIQUIDO/SOLIDO,MEDIMEX,NO REGULADO
ZOLEDRONICO ACID,LIQUIDO/SOLIDO,LAFRANCOL,NO REGULADO
METILFENIDAT,SOLIDO,SUN PHARMACEUTICAL,NO REGULADO
METILFENIDAT,,,NO REGULADO
ANFOTERICINA B (LIPOSOMAL,LIQUIDO/SOLIDO,APOLO,NO REGULADO
LAMOTRIGIN,SOLIDO,NORMON,NO REGULADO
LANSOPRAZO,SOLIDO,MARIA MARTHA CHICA MACIAS,NO REGULADO
RISPERIDON,LIQUIDO,LAFRANCOL,NO REGULADO
LETROZO,SOLIDO,HUMAX,NO REGULADO
VALPROICO ACID,SOLIDO,BIOLIFE,NO REGULADO
OMEPRAZO,SOLIDO,LAFRANCOL,NO REGULADO
OMEPRAZO,SOLIDO,APOLO,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,DOSA,NO REGULADO
DOCETAXE,,,NO REGULADO
TRIMETAZIDIN,SOLIDO,IPCA,NO REGULADO
CANDESARTA,SOLIDO,SANDOZ,NO REGULADO
VENLAFAXIN,SOLIDO,ANDROMACO,NO REGULADO
GEMCITABIN,LIQUIDO/SOLIDO,HUMAX,NO REGULADO
OMEPRAZO,SOLIDO,LA SANTE,NO REGULADO
OLMESARTAN MEDOXIMI,SOLIDO,SANDOZ,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,DOSA,NO REGULADO
FILGRASTI,,,NO REGULADO
TOPIRAMAT,SOLIDO,CALIER,NO REGULADO
PREGABALIN,SOLIDO,FARMACEUTICA PARAGUAYA,NO REGULADO
LANREOTID,LIQUIDO/SOLIDO,WINTHROP,NO REGULADO
LATANOPROS,LIQUIDO,PISA,NO REGULADO
OMEPRAZO,SOLIDO,MULTILATINOS,NO REGULADO
VALSARTA,SOLIDO,LABQUIFAR,NO REGULADO
LEVETIRACETA,SOLIDO,LAFRANCOL,NO REGULADO
OMEPRAZO,SOLIDO,MK,NO REGULADO
FLUDARABIN,LIQUIDO/SOLIDO,EBEWE PHARMA,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,EBEWE PHARMA,NO REGULADO
VENLAFAXIN,SOLIDO,PHOENIX,NO REGULADO
IRINOTECA,LIQUIDO/SOLIDO,EBEWE PHARMA,NO REGULADO
OLMESARTAN MEDOXIMI,SOLIDO,BUSSIÉ,NO REGULADO
CIPROFIBRAT,SOLIDO,LABQUIFAR,NO REGULADO
MICOFENOLICO ACID,SOLIDO,NORMON,NO REGULADO
GABAPENTI,SOLIDO,IPCA,NO REGULADO
ORLISTA,SOLIDO,MERCK,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,SANDOZ,NO REGULADO
VERAPAMIL,SOLIDO,MAGER,NO REGULADO
PREGABALIN,SOLIDO,LAFRANCOL,NO REGULADO
LETROZO,SOLIDO,SUN PHARMACEUTICAL,NO REGULADO
OLMESARTAN MEDOXIMI,SOLIDO,RICHMOND,NO REGULADO
VALSARTA,SOLIDO,SYNTHESIS,NO REGULADO
OMEPRAZO,SOLIDO,GIMED,NO REGULADO
RALOXIFEN,SOLIDO,INCEPTAPHARMACEUTICALS,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,Oral de liberación modificada x 30,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,Oral de liberación modificada x 28,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,Oral de liberación modificada x 15,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,Oral de liberación modificada x 2,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,Oral de liberación modificada x 4,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,Oral de liberación modificada x 7,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,Oral de liberación modificada x 10,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,Oral de liberación modificada x 14,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,Oral de liberación modificada x 20,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,Oral de liberación modificada x 50,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,Oral de liberación modificada x 100,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,Oral de liberación modificada x 500,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,METFORMINA 500MG/1U + GLIMEPIRIDA 500MG/1U,Oral de liberación modificada x 1000,NO REGULADO
METOPROLO,SOLIDO,IPCA,NO REGULADO
MEROPENE,LIQUIDO/SOLIDO,GLAXOSMITHKLINE,NO REGULADO
OLMESARTAN MEDOXIMI,SOLIDO,NOVARTIS,NO REGULADO
TOBRAMICIN,LIQUIDO,BLUEPHARMA,NO REGULADO
TOBRAMICIN,,,NO REGULADO
QUETIAPIN,SOLIDO,AXON,NO REGULADO
SITAGLIPTIN,,,NO REGULADO
LEVETIRACETA,SOLIDO,ARQUEMYS,NO REGULADO
SEVOFLURAN,LIQUIDO,BCN MEDICAL,NO REGULADO
ORLISTA,SOLIDO,UQUIFA,NO REGULADO
ORLISTA,,,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,HEALTH NET,NO REGULADO
GEMCITABIN,LIQUIDO/SOLIDO,GLAXOSMITHKLINE,NO REGULADO
PROMESTRIEN,SEMISOLIDO,TEVA,NO REGULADO
LEVETIRACETA,SOLIDO,PFIZER,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,GLAXOSMITHKLINE,NO REGULADO
CARGLUTAMICO ACID,SOLIDO,RECORDATI RARE DISEASES,NO REGULADO
TENOFOVIR DISOPROXI,SOLIDO,BIOTOSCANA,NO REGULADO
METOPROLO,SOLIDO,PFIZER,NO REGULADO
MICOFENOLICO ACID,,,NO REGULADO
DUTASTERID,SOLIDO,APOLO,NO REGULADO
DUTASTERID,,,NO REGULADO
CABERGOLIN,SOLIDO,METLEN PHARMA,NO REGULADO
FLUMAZENI,LIQUIDO/SOLIDO,BIOSANO,NO REGULADO
FLUDARABIN,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
BICALUTAMID,SOLIDO,NEXT PHARMA SOURCING,NO REGULADO
LETROZO,SOLIDO,ASPIGEN,NO REGULADO
