NOMBRE DEL PRODUCTO FARMACÉUTIC,TIPO DE FÁRMACO,Nombre del laboratorio ofertante,Estado,Principio activo o asociación de principios activos,Tratamiento de larga duración
EZETIMIBA STADA,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,EZETIMIBA,NO
SOPROBEC,MEDICAMENTO ETICA,"VISO FARMACEUTICA, S.L.",ALTA,BECLOMETASONA DIPROPIONATO,SI
BAQSIMI,MEDICAMENTO ETICA,LILLY S.A.,ALTA,GLUCAGON,NO
PEZIMAX,MEDICAMENTO ETICA,"NEURAXPHARM SPAIN, S.L.U",ALTA,DONEPEZILO HIDROCLORURO,NO
DIENOGEST ARISTO,MEDICAMENTO GENERICO,"ARISTO PHARMA IBERIA, S.L.",ALTA,DIENOGEST,NO
NIMODIPINO STADAGEN,MEDICAMENTO ETICA,"STADA, S.L",ALTA,NIMODIPINO,NO
LANSOPRAZOL SANDOZ,MEDICAMENTO GENERICO,"SANDOZ FARMACEUTICA, S.A",ALTA,LANSOPRAZOL,NO
OPIREN,MEDICAMENTO ETICA,"EUROMED PHARMA SPAIN, S.L.",ALTA,LANSOPRAZOL,NO
ABILIFY,MEDICAMENTO ETICA,"ECOFAR PRODUCTOS, S.L.",ALTA,ARIPIPRAZOL,NO
ARAVA,MEDICAMENTO ETICA,"ECOFAR PRODUCTOS, S.L.",ALTA,LEFLUNOMIDA,NO
BUPRENORFINA/NALOXONA AUROVITAS,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",ALTA,"NALOXONA HIDROCLORURO DIHIDRATO,BUPRENORFINA HIDROCLORURO",NO
BUPRENORFINA/NALOXONA AUROVITAS,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",ALTA,"BUPRENORFINA HIDROCLORURO,NALOXONA HIDROCLORURO DIHIDRATO",NO
XADAGO,MEDICAMENTO ETICA,"MELYFARMA, S.L.",ALTA,SAFINAMIDA,NO
DEVIK,MEDICAMENTO ETICA,"KERN PHARMA, S.L.",ALTA,COLECALCIFEROL,NO
PIOGLITAZONA/METFORMINA ARISTO,MEDICAMENTO GENERICO,"ARISTO PHARMA IBERIA, S.L.",ALTA,"METFORMINA HIDROCLORURO,PIOGLITAZONA HIDROCLORURO",NO
NEBIVOLOL RATIOPHARM,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,NEBIVOLOL HIDROCLORURO,NO
ANESTDERMA,MEDICAMENTO ETICA,"GALENICUM DERMA, S.L.",ALTA,"LIDOCAINA,PRILOCAINA",NO
ENDOVELLE,MEDICAMENTO GENERICO,"EXELTIS HEALTHCARE, S.L.",ALTA,DIENOGEST,SI
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA PENSA,MEDICAMENTO GENERICO,"TOWA PHARMACEUTICAL, S.A.",ALTA,"HIDROCLOROTIAZIDA,OLMESARTAN MEDOXOMILO,AMLODIPINO BESILATO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA PENSA,MEDICAMENTO GENERICO,"TOWA PHARMACEUTICAL, S.A.",ALTA,"OLMESARTAN MEDOXOMILO,HIDROCLOROTIAZIDA,AMLODIPINO BESILATO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA PENSA,MEDICAMENTO GENERICO,"TOWA PHARMACEUTICAL, S.A.",ALTA,"AMLODIPINO BESILATO,OLMESARTAN MEDOXOMILO,HIDROCLOROTIAZIDA",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA PENSA,MEDICAMENTO GENERICO,"TOWA PHARMACEUTICAL, S.A.",ALTA,"AMLODIPINO BESILATO,HIDROCLOROTIAZIDA,OLMESARTAN MEDOXOMILO",NO
XOROX,MEDICAMENTO ETICA,AGEPHA PHARMA S.R.O,ALTA,ACICLOVIR,NO
ZAFRIL,MEDICAMENTO GENERICO,"GEDEON RICHTER IBERICA, S.A",ALTA,DIENOGEST,SI
DISIMET,MEDICAMENTO GENERICO,ALTER S.A.,ALTA,"METFORMINA HIDROCLORURO,SITAGLIPTINA HIDROCLORURO MONOHIDRATO",NO
OLMESARTAN/AMLODIPINO MYLAN,MEDICAMENTO GENERICO,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,"AMLODIPINO BESILATO,OLMESARTAN MEDOXOMILO",NO
TOLAK,MEDICAMENTO ETICA,PIERRE FABRE IBERICA S.A.,ALTA,FLUOROURACILO,NO
CELECREM,MEDICAMENTO ETICA,"GALENICUM DERMA, S.L.",ALTA,BETAMETASONA,NO
AMLODIPINO TARBIS FARMA,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",ALTA,AMLODIPINO BESILATO,SI
ONNIMIA,MEDICAMENTO GENERICO,"ADAMED LABORATORIOS, S.L.U",ALTA,FULVESTRANT,NO
FUROSEMIDA VIR,MEDICAMENTO GENERICO,"INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR, S.A.",ALTA,FUROSEMIDA,SI
EVENITY,MEDICAMENTO ETICA,UCB PHARMA S.A.,ALTA,ROMOSOZUMAB,NO
VELMETIA,MEDICAMENTO ETICA,"ELAM PHARMA LABS, S.L.",ALTA,"METFORMINA HIDROCLORURO,SITAGLIPTINA FOSFATO MONOHIDRATO",NO
CORLENTOR,MEDICAMENTO ETICA,"MELYFARMA, S.L.",ALTA,IVABRADINA HIDROCLORURO,NO
COAPROVEL,MEDICAMENTO ETICA,"MELYFARMA, S.L.",ALTA,"HIDROCLOROTIAZIDA,IRBESARTAN",NO
EFFICIB,MEDICAMENTO ETICA,"MELYFARMA, S.L.",ALTA,"SITAGLIPTINA,METFORMINA HIDROCLORURO",NO
RISTFOR,MEDICAMENTO ETICA,"MELYFARMA, S.L.",ALTA,"METFORMINA HIDROCLORURO,SITAGLIPTINA",NO
DEFERASIROX TILLOMED,MEDICAMENTO GENERICO,"LABORATORIOS TILLOMED SPAIN, S.L.U.",ALTA,DEFERASIROX,NO
PITAVASTATINA  KRKA,MEDICAMENTO GENERICO,"KRKA FARMACEUTICA, S.L.",ALTA,PITAVASTATINA CALCIO,NO
PITAVASTATINA KRKA,MEDICAMENTO GENERICO,"KRKA FARMACEUTICA, S.L.",ALTA,PITAVASTATINA CALCIO,NO
ZOMARIST,MEDICAMENTO ETICA,"ELAM PHARMA LABS, S.L.",ALTA,"METFORMINA HIDROCLORURO,VILDAGLIPTINA",NO
PROCORALAN,MEDICAMENTO ETICA,"ECOFAR PRODUCTOS, S.L.",ALTA,IVABRADINA,NO
SITAGLIPTINA/METFORMINA ALTER,MEDICAMENTO GENERICO,ALTER S.A.,ALTA,"METFORMINA HIDROCLORURO,SITAGLIPTINA HIDROCLORURO MONOHIDRATO",NO
PITAVASTATINA ALTER,MEDICAMENTO GENERICO,ALTER S.A.,ALTA,PITAVASTATINA CALCIO,NO
SITAGLIPTINA KRKA,MEDICAMENTO GENERICO,"KRKA FARMACEUTICA, S.L.",ALTA,SITAGLIPTINA,NO
ACTOS,MEDICAMENTO ETICA,"ELAM PHARMA LABS, S.L.",ALTA,PIOGLITAZONA,NO
VILDAGLIPTINA KERN PHARMA,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,VILDAGLIPTINA,NO
DEFERASIROX STADA,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,DEFERASIROX,NO
BILAXTEN,MEDICAMENTO ETICA,"ECOFAR PRODUCTOS, S.L.",ALTA,BILASTINA,NO
CEFTRIAXONA FRESENIUS KABI,MEDICAMENTO GENERICO,FRESENIUS KABI ESPAÑA S.A.,ALTA,CEFTRIAXONA SODICA,NO
VILDAGLIPTINA TECNIGEN,MEDICAMENTO GENERICO,TECNIMEDE ESPAÑA INDUSTRIA FARMACEUTICA S.A.,ALTA,VILDAGLIPTINA,NO
AVIDART,MEDICAMENTO ETICA,"ELAM PHARMA LABS, S.L.",ALTA,DUTASTERIDA,NO
DETRUSITOL,MEDICAMENTO ETICA,"ELAM PHARMA LABS, S.L.",ALTA,TOLTERODINA TARTRATO,NO
ZONEGRAN,MEDICAMENTO ETICA,"DIFARMED, S.L.U",ALTA,ZONISAMIDA,NO
FLUOXETINA NORMON,MEDICAMENTO GENERICO,NORMON S.A.,ALTA,FLUOXETINA HIDROCLORURO,NO
PITAVASTATINA SANDOZ,MEDICAMENTO GENERICO,"SANDOZ FARMACEUTICA, S.A",ALTA,PITAVASTATINA CALCIO,NO
PITAVASTATINA STADA,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,PITAVASTATINA CALCIO,NO
PITAVASTATINA PENSA,MEDICAMENTO GENERICO,"TOWA PHARMACEUTICAL, S.A.",ALTA,PITAVASTATINA CALCIO,NO
PITAVASTATINA KERN PHARMA,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,PITAVASTATINA CALCIO,NO
ARICEPT FLAS,MEDICAMENTO ETICA,"EUROMED PHARMA SPAIN, S.L.",ALTA,DONEPEZILO HIDROCLORURO,NO
ARICEPT,MEDICAMENTO ETICA,"EUROMED PHARMA SPAIN, S.L.",ALTA,DONEPEZILO HIDROCLORURO,NO
NETENAX,MEDICAMENTO ETICA,"SIFI IBERICA, S.L.",ALTA,NETILMICINA SULFATO,NO
PSICOTRIC RETARD,MEDICAMENTO ETICA,"NEURAXPHARM SPAIN, S.L.U",ALTA,QUETIAPINA FUMARATO,NO
PITAVASTATINA CINFA,MEDICAMENTO GENERICO,CINFA S.A.,ALTA,PITAVASTATINA CALCIO,NO
DUTASTERIDA/TAMSULOSINA ARISTO,MEDICAMENTO GENERICO,"ARISTO PHARMA IBERIA, S.L.",ALTA,"TAMSULOSINA HIDROCLORURO,DUTASTERIDA",NO
BIDUTAM,MEDICAMENTO GENERICO,"Q PHARMA, S.L.",ALTA,"DUTASTERIDA,TAMSULOSINA HIDROCLORURO",NO
HIDROXICLOROQUINA ALDO-UNION,MEDICAMENTO GENERICO,"ALDO-UNION, S.L.",BAJA POR NO COMERCIALIZAR,HIDROXICLOROQUINA SULFATO,NO
VILDAGLIPTINA COMBIX,MEDICAMENTO GENERICO,"COMBIX, S.L.U",ALTA,VILDAGLIPTINA,NO
DULOXETINA KERN PHARMA,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,DULOXETINA HIDROCLORURO,NO
ARIMIDEX,MEDICAMENTO ETICA,"DIFARMED, S.L.U",ALTA,ANASTROZOL,NO
BIPRETERAX,MEDICAMENTO ETICA,"DIFARMED, S.L.U",ALTA,"INDAPAMIDA,PERINDOPRIL ERBUMINA",NO
ARTEDIL,MEDICAMENTO ETICA,"DIFARMED, S.L.U",ALTA,MANIDIPINO HIDROCLORURO,NO
DELTIUS,MEDICAMENTO ETICA,"MELYFARMA, S.L.",BAJA POR NO COMERCIALIZAR,COLECALCIFEROL,NO
RYBELSUS,MEDICAMENTO ETICA,NOVO NORDISK PHARMA S.A.,ALTA,SEMAGLUTIDA,NO
PROMETAX,MEDICAMENTO ETICA,NOVARTIS FARMACEUTICA S.A.,ALTA,RIVASTIGMINA,NO
ECBIRIO,MEDICAMENTO ETICA,"SIFI IBERICA, S.L.",ALTA,"TIMOLOL MALEATO,BIMATOPROST",NO
DUTASTERIDA/TAMSULOSINA MABO,MEDICAMENTO GENERICO,"MABO-FARMA, S.A.",ALTA,"DUTASTERIDA,TAMSULOSINA HIDROCLORURO",NO
LONRELA,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,MEMANTINA HIDROCLORURO,NO
METILPREDNISOLONA ARISTO,MEDICAMENTO ETICA,"ARISTO PHARMA IBERIA, S.L.",BAJA POR NO COMERCIALIZAR,METILPREDNISOLONA ACEPONATO,NO
BISOPROLOL/HIDROCLOROTIAZIDA AUROVITAS,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",ALTA,"HIDROCLOROTIAZIDA,BISOPROLOL FUMARATO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA VIATRIS,MEDICAMENTO GENERICO,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,"AMLODIPINO BESILATO,OLMESARTAN MEDOXOMILO,HIDROCLOROTIAZIDA",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA VIATRIS,MEDICAMENTO GENERICO,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,"AMLODIPINO BESILATO,HIDROCLOROTIAZIDA,OLMESARTAN MEDOXOMILO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA VIATRIS,MEDICAMENTO GENERICO,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,"OLMESARTAN MEDOXOMILO,HIDROCLOROTIAZIDA,AMLODIPINO BESILATO",NO
IBUPROFENO ARISTOGEN,MEDICAMENTO GENERICO,"ARISTO PHARMA IBERIA, S.L.",BAJA POR NO COMERCIALIZAR,IBUPROFENO,NO
IBUPROFENO ARISTOGEN,MEDICAMENTO GENERICO,"ARISTO PHARMA IBERIA, S.L.",ALTA,IBUPROFENO,NO
SITAGLIPTINA ADAMED,MEDICAMENTO GENERICO,"ADAMED LABORATORIOS, S.L.U",ALTA,SITAGLIPTINA HIDROCLORURO MONOHIDRATO,NO
SITAGLIPTINA ADAMED,MEDICAMENTO GENERICO,"ADAMED LABORATORIOS, S.L.U",ALTA,SITAGLIPTINA HIDROCLORURO,NO
FLUCONAZOL AUROVITAS,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",ALTA,FLUCONAZOL,NO
AMLODIPINO/RAMIPRIL ARISTO,MEDICAMENTO ETICA,"ARISTO PHARMA IBERIA, S.L.",ALTA,"RAMIPRIL,AMLODIPINO BESILATO",NO
DUTASTERIDA/TAMSULOSINA VIATRIS,MEDICAMENTO GENERICO,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,"DUTASTERIDA,TAMSULOSINA HIDROCLORURO",NO
NEBIVOLOL TARBIS,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",ALTA,NEBIVOLOL HIDROCLORURO,NO
VAXCHORA POLVO EFERVESCENTE Y POLVO PARA SUSPENSION ORAL,MEDICAMENTO ETICA,"EMERGENT BIOSOLUTIONS SPAIN, S.L.",ALTA,VIBRIO CHOLERAE  CEPA CVD 103HGR,NO
PANTOPRAZOL TARBIS FARMA,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",ALTA,PANTOPRAZOL SODICO SESQUIHIDRATO,NO
FUROSEMIDA NORMON,MEDICAMENTO GENERICO,NORMON S.A.,ALTA,FUROSEMIDA,SI
PRITOR,MEDICAMENTO ETICA,"ECOFAR PRODUCTOS, S.L.",ALTA,TELMISARTAN,NO
AZILECT,MEDICAMENTO ETICA,"ECOFAR PRODUCTOS, S.L.",ALTA,RASAGILINA MESILATO,NO
ZONEGRAN,MEDICAMENTO ETICA,"ECOFAR PRODUCTOS, S.L.",ALTA,ZONISAMIDA,NO
LEFLUNOMIDA TILLOMED,MEDICAMENTO GENERICO,"LABORATORIOS TILLOMED SPAIN, S.L.U.",BAJA POR NO COMERCIALIZAR,LEFLUNOMIDA,NO
GADUAR,MEDICAMENTO GENERICO,ZENTIVA KS,ALTA,"AMLODIPINO BESILATO,HIDROCLOROTIAZIDA,OLMESARTAN MEDOXOMILO",NO
GADUAR,MEDICAMENTO GENERICO,ZENTIVA KS,ALTA,"HIDROCLOROTIAZIDA,OLMESARTAN MEDOXOMILO,AMLODIPINO BESILATO",NO
GADUAR,MEDICAMENTO GENERICO,ZENTIVA KS,ALTA,"OLMESARTAN MEDOXOMILO,HIDROCLOROTIAZIDA,AMLODIPINO BESILATO",NO
METAMIZOL VIR,MEDICAMENTO GENERICO,"INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR, S.A.",ALTA,METAMIZOL MAGNESICO,NO
KONAKION,MEDICAMENTO ETICA,"DIFARMED, S.L.U",ALTA,FITOMENADIONA,NO
IBUPROFENO DURBAN,MEDICAMENTO GENERICO,"FRANCISCO DURBAN, S.A.",ALTA,IBUPROFENO,NO
PROCORALAN,MEDICAMENTO ETICA,"MELYFARMA, S.L.",ALTA,IVABRADINA,NO
COAPROVEL,MEDICAMENTO ETICA,"EUROMED PHARMA SPAIN, S.L.",ALTA,"HIDROCLOROTIAZIDA,IRBESARTAN",NO
MAXALT MAX,MEDICAMENTO ETICA,"MELYFARMA, S.L.",ALTA,RIZATRIPTAN BENZOATO,NO
FINASTERIDA TARBIS,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",ALTA,FINASTERIDA,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA STADAGEN,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,"HIDROCLOROTIAZIDA,OLMESARTAN MEDOXOMILO,AMLODIPINO BESILATO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA STADAGEN,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,"OLMESARTAN MEDOXOMILO,HIDROCLOROTIAZIDA,AMLODIPINO BESILATO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA STADAGEN,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,"HIDROCLOROTIAZIDA,AMLODIPINO BESILATO,OLMESARTAN MEDOXOMILO",NO
PITAVASTATINA TECNIGEN,MEDICAMENTO GENERICO,TECNIMEDE ESPAÑA INDUSTRIA FARMACEUTICA S.A.,ALTA,PITAVASTATINA CALCIO,NO
AMOXICILINA/ACIDO CLAVULANICO BLUEFISH,MEDICAMENTO GENERICO,"BLUEFISH PHARMA, S.L.U",ALTA,"CLAVULANATO POTASIO,AMOXICILINA TRIHIDRATO",NO
MICARDIS,MEDICAMENTO ETICA,"ECOFAR PRODUCTOS, S.L.",ALTA,TELMISARTAN,SI
VALPROATO SODICO AUROVITAS,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",ALTA,VALPROATO SODIO,SI
CLINDAMICINA ARISTO,MEDICAMENTO ETICA,"ARISTO PHARMA IBERIA, S.L.",ALTA,CLINDAMICINA FOSFATO,NO
VELMETIA,MEDICAMENTO ETICA,"ECOFAR PRODUCTOS, S.L.",ALTA,"SITAGLIPTINA,METFORMINA HIDROCLORURO",NO
COAPROVEL,MEDICAMENTO ETICA,"ECOFAR PRODUCTOS, S.L.",ALTA,"HIDROCLOROTIAZIDA,IRBESARTAN",NO
PARACETAMOL SANDOZ FARMACEUTICA,MEDICAMENTO GENERICO,"SANDOZ FARMACEUTICA, S.A",ALTA,PARACETAMOL,NO
SOLIAN,MEDICAMENTO ETICA,"ELAM PHARMA LABS, S.L.",ALTA,AMISULPRIDA,NO
AMLODIPINO/RAMIPRIL ARISTO,MEDICAMENTO ETICA,"ARISTO PHARMA IBERIA, S.L.",ALTA,"AMLODIPINO BESILATO,RAMIPRIL",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA KERN PHARMA,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,"HIDROCLOROTIAZIDA,AMLODIPINO BESILATO,OLMESARTAN MEDOXOMILO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA KERN PHARMA,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,"HIDROCLOROTIAZIDA,OLMESARTAN MEDOXOMILO,AMLODIPINO BESILATO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA KERN PHARMA,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,"AMLODIPINO BESILATO,HIDROCLOROTIAZIDA,OLMESARTAN MEDOXOMILO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA KERN PHARMA,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,"AMLODIPINO BESILATO,OLMESARTAN MEDOXOMILO,HIDROCLOROTIAZIDA",NO
PARACETAMOL KRKA,MEDICAMENTO GENERICO,"KRKA FARMACEUTICA, S.L.",ALTA,PARACETAMOL,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA STADAGEN,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,"OLMESARTAN MEDOXOMILO,AMLODIPINO BESILATO,HIDROCLOROTIAZIDA",NO
VIZILATAN DUO,MEDICAMENTO ETICA,"BAUSCH AND LOMB, S.A",BAJA POR NO COMERCIALIZAR,"LATANOPROST,TIMOLOL MALEATO",NO
PITAVASTATINA RATIOPHARM,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,PITAVASTATINA CALCIO,NO
AZITROMICINA MABO,MEDICAMENTO GENERICO,"MABO-FARMA, S.A.",BAJA GENERAL,AZITROMICINA DIHIDRATO,NO
SITAGLIPTINA/METFORMINA KERN PHARMA,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,"METFORMINA HIDROCLORURO,SITAGLIPTINA HIDROCLORURO MONOHIDRATO",NO
SITAGLIPTINA/METFORMINA KERN PHARMA,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,"SITAGLIPTINA HIDROCLORURO MONOHIDRATO ,METFORMINA HIDROCLORURO",NO
PITAVASTATINA TEVA,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,PITAVASTATINA CALCIO,NO
OLMESARTAN/AMLODIPINO MABO,MEDICAMENTO GENERICO,"MABO-FARMA, S.A.",SUSPENSION TEMPORAL GENERAL,"AMLODIPINO BESILATO,OLMESARTAN MEDOXOMILO",NO
OLMESARTAN/AMLODIPINO MABO,MEDICAMENTO GENERICO,"MABO-FARMA, S.A.",SUSPENSION TEMPORAL GENERAL,"OLMESARTAN MEDOXOMILO,AMLODIPINO BESILATO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA KRKA,MEDICAMENTO GENERICO,"KRKA FARMACEUTICA, S.L.",ALTA,"HIDROCLOROTIAZIDA,OLMESARTAN MEDOXOMILO,AMLODIPINO BESILATO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA KRKA,MEDICAMENTO GENERICO,"KRKA FARMACEUTICA, S.L.",ALTA,"AMLODIPINO BESILATO,HIDROCLOROTIAZIDA,OLMESARTAN MEDOXOMILO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA KRKA,MEDICAMENTO GENERICO,"KRKA FARMACEUTICA, S.L.",ALTA,"OLMESARTAN MEDOXOMILO,AMLODIPINO BESILATO,HIDROCLOROTIAZIDA",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA KRKA,MEDICAMENTO GENERICO,"KRKA FARMACEUTICA, S.L.",ALTA,"HIDROCLOROTIAZIDA,AMLODIPINO BESILATO,OLMESARTAN MEDOXOMILO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA KRKA,MEDICAMENTO GENERICO,"KRKA FARMACEUTICA, S.L.",ALTA,"OLMESARTAN MEDOXOMILO,HIDROCLOROTIAZIDA,AMLODIPINO BESILATO",NO
ACOVIL,MEDICAMENTO ETICA,"DIFARMED, S.L.U",ALTA,RAMIPRIL,SI
TRAMADOL/PARACETAMOL AUROVITAS,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",ALTA,"TRAMADOL HIDROCLORURO,PARACETAMOL",NO
AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA CINFA,MEDICAMENTO GENERICO,CINFA S.A.,ALTA,"HIDROCLOROTIAZIDA,AMLODIPINO BESILATO,VALSARTAN",NO
AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA CINFA,MEDICAMENTO GENERICO,CINFA S.A.,ALTA,"HIDROCLOROTIAZIDA,VALSARTAN,AMLODIPINO BESILATO",NO
AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA CINFA,MEDICAMENTO GENERICO,CINFA S.A.,ALTA,"VALSARTAN,AMLODIPINO BESILATO,HIDROCLOROTIAZIDA",NO
AMOXICILINA/ACIDO CLAVULANICO TARBIS FARMA,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",ALTA,"AMOXICILINA TRIHIDRATO,CLAVULANATO POTASIO",NO
ACICLOVIR BRILL PHARMA,MEDICAMENTO ETICA,"BRILL PHARMA, S.L.",ALTA,ACICLOVIR,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA CINFAMED,MEDICAMENTO GENERICO,CINFA S.A.,ALTA,"AMLODIPINO BESILATO,HIDROCLOROTIAZIDA,OLMESARTAN MEDOXOMILO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA CINFAMED,MEDICAMENTO GENERICO,CINFA S.A.,ALTA,"OLMESARTAN MEDOXOMILO,AMLODIPINO BESILATO,HIDROCLOROTIAZIDA",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA CINFAMED,MEDICAMENTO GENERICO,CINFA S.A.,ALTA,"HIDROCLOROTIAZIDA,OLMESARTAN MEDOXOMILO,AMLODIPINO BESILATO",NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA CINFAMED,MEDICAMENTO GENERICO,CINFA S.A.,ALTA,"HIDROCLOROTIAZIDA,AMLODIPINO BESILATO,OLMESARTAN MEDOXOMILO",NO
APROXXAMLO,MEDICAMENTO ETICA,"SANOFI AVENTIS, S.A",ALTA,"AMLODIPINO BESILATO,IRBESARTAN",NO
DUPROST,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,"TAMSULOSINA HIDROCLORURO,DUTASTERIDA",NO
MIRTAZAPINA AUROVITAS SPAIN,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",ALTA,MIRTAZAPINA,NO
PITAVASTATINA NORMON,MEDICAMENTO GENERICO,NORMON S.A.,ALTA,PITAVASTATINA CALCIO,NO
ORVATEZ,MEDICAMENTO ETICA,"MELYFARMA, S.L.",ALTA,"EZETIMIBA,ATORVASTATINA CALCICA TRIHIDRATO",NO
LOBIVON,MEDICAMENTO ETICA,"ELAM PHARMA LABS, S.L.",ALTA,NEBIVOLOL HIDROCLORURO,NO
BUDENA,MEDICAMENTO ETICA,"ALDO-UNION, S.L.",ALTA,BUDESONIDA,SI
IXIA PLUS,MEDICAMENTO ETICA,"ECOFAR PRODUCTOS, S.L.",ALTA,"OLMESARTAN MEDOXOMILO,HIDROCLOROTIAZIDA",NO
BILASTINA NORMON,MEDICAMENTO GENERICO,NORMON S.A.,ALTA,BILASTINA,NO
VESICARE,MEDICAMENTO ETICA,"MELYFARMA, S.L.",ALTA,SOLIFENACINA SUCCINATO,NO
AZITROMICINA MABO,MEDICAMENTO GENERICO,"MABO-FARMA, S.A.",ALTA,AZITROMICINA DIHIDRATO,NO
NEXIUM MUPS,MEDICAMENTO ETICA,"MELYFARMA, S.L.",ALTA,ESOMEPRAZOL,NO
ENALAPRIL NORMON,MEDICAMENTO GENERICO,NORMON S.A.,ALTA,ENALAPRIL MALEATO,SI
VIZILATAN,MEDICAMENTO ETICA,"BAUSCH AND LOMB, S.A",BAJA POR NO COMERCIALIZAR,LATANOPROST,NO
CINITAPRIDA STADA,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,CINITAPRIDA HIDROGENO TARTRATO,NO
IXIA,MEDICAMENTO ETICA,"ECOFAR PRODUCTOS, S.L.",ALTA,OLMESARTAN MEDOXOMILO,NO
CELLCEPT,MEDICAMENTO ETICA,"ELAM PHARMA LABS, S.L.",ALTA,MICOFENOLATO DE MOFETILO,NO
EZETROL,MEDICAMENTO ETICA,"EUROMED PHARMA SPAIN, S.L.",ALTA,EZETIMIBA,NO
EZETROL,MEDICAMENTO ETICA,"ELAM PHARMA LABS, S.L.",ALTA,EZETIMIBA,NO
OLMETEC,MEDICAMENTO ETICA,"MELYFARMA, S.L.",ALTA,OLMESARTAN MEDOXOMILO,NO
